t,state,mode,x,y,z,vx,vy,vz,carrot_x,carrot_y,carrot_z,force,cmd,az,roll,pitch,solve_ms,ref_vx,ref_vy,ref_vz,target_x,target_y,target_z,target_vx,target_vy,target_vz
20.671669212999404,nav_to_wp,0,-0.0005227054352872074,2.6745705604553223,1.796210527420044,-0.003841102123260498,0.313225120306015,-0.0006457260460592806,-1.1917853046797152e-19,2.687989623580545,1.7998309968568555,0.3805593023355108,32753,0.2311425418340569,-0.00715429126600442,0.00256807195879194,0.3255219999118708,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.692043328999716,nav_to_wp,0,-0.0005971429636701941,2.680483102798462,1.7962113618850708,-0.003458659863099456,0.3123951256275177,-0.0006261544767767191,-1.1829477663131278e-19,2.6940109873509286,1.7998322500790223,0.38055510065444187,32753,0.23103167953672354,-0.007704968793208903,0.002445349133237018,0.5620649972115643,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.712247421997745,nav_to_wp,0,-0.0006622601649723947,2.686383008956909,1.7962126731872559,-0.003013462061062455,0.31163328886032104,-0.0006047608912922442,-1.1740735035242457e-19,2.700057372919999,1.7998335085089578,0.38054949392500054,32753,0.23088374472296813,-0.008259452367715428,0.0022798538524984036,0.609925999015104,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.731917973997042,nav_to_wp,0,-0.0007169429445639253,2.6922709941864014,1.7962148189544678,-0.0025128189008682966,0.3109494745731354,-0.0005812969175167382,-1.1653459019840437e-19,2.7060038323905684,1.7998347461413458,0.3805414331520211,32752,0.23067105942008048,-0.008680494080509409,0.002074259082621488,0.5006890023651067,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.751969589997316,nav_to_wp,0,-0.0007602513651363552,2.6981492042541504,1.7962175607681274,-0.0019647497683763504,0.31035158038139343,-0.0005559951532632113,-1.1565404035925853e-19,2.7120033660610483,1.799835994820029,0.3805318508851456,32751,0.23041822915951293,-0.009122498710477812,0.0018317806720380414,0.5564589991990943,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.77214773099695,nav_to_wp,0,-0.0007905482780188322,2.7038750648498535,1.7962216138839722,-0.0013755806721746922,0.30920350551605225,-0.0005476518999785185,-1.1477209711787399e-19,2.718012393531057,1.7998372454746503,0.3805308954151222,32751,0.23039301886865893,-0.010023621190977824,0.0015539754873103995,0.6617800027015619,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.79209527399871,nav_to_wp,0,-0.0008091697236523032,2.7097513675689697,1.796225666999817,-0.0007614733185619116,0.30891695618629456,-0.0005160165019333363,-1.1388784040440844e-19,2.724037183599647,1.79983849940993,0.3805162183048154,32750,0.23000576002151263,-0.01033072096048147,0.0012508341415979896,0.5392239982029423,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.811998065997614,nav_to_wp,0,-0.0008141017751768231,2.715332269668579,1.7962316274642944,-0.00012774472997989506,0.307390958070755,-0.0005217372672632337,-1.130095955834977e-19,2.7300210122709343,1.7998397448199428,0.38052176095135737,32750,0.23015200399359692,-0.011556248097225389,0.0009229162217803122,0.5176910017326009,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.83197349999682,nav_to_wp,0,-0.0008065620786510408,2.7209415435791016,1.7962373495101929,0.000510230369400233,0.3062274158000946,-0.0005200193263590336,-1.1212954844543742e-19,2.736017120840466,1.7998409927857624,0.3805234896171904,32750,0.23019761522929727,-0.012574449339474384,0.0005796718887327579,0.5112590006319806,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
20.851644105998275,nav_to_wp,0,-0.0007866429514251649,2.726579189300537,1.7962433099746704,0.0011443874100223184,0.305398553609848,-0.0005111837526783347,-1.1125183798380431e-19,2.7419973087110447,1.7998422374380183,0.3805206500849929,32750,0.23012269353543147,-0.013370332079337025,0.00022542718581242127,0.3102410009887535,4.403091315613894e-20,0.29999999350233,6.2438785657844e-05,3.5,3.5,0.1,0.0,0.0,0.0
